Timestamp,Probe 5,Probe 6,Probe 7,Probe 8
2024-01-30 13:12:07.795675,10.691002039523692,10.691002039523692,7.414421680998656,10.277711662473358
2024-01-30 13:12:08.796677,10.691002039523692,10.691002039523692,7.403983736007314,10.277711662473358
2024-01-30 13:12:09.798359,10.691002039523692,10.691002039523692,7.403983736007314,10.277711662473358
2024-01-30 13:12:10.798681,10.680702168062563,10.680702168062563,7.403983736007314,10.267347922253967
2024-01-30 13:12:11.800887,10.680702168062563,10.691002039523692,7.393546541420526,10.277711662473358
2024-01-30 13:12:12.801675,10.680702168062563,10.691002039523692,7.403983736007314,10.277711662473358
2024-01-30 13:12:13.801669,10.680702168062563,10.691002039523692,7.403983736007314,10.277711662473358
2024-01-30 13:12:14.803631,10.680702168062563,10.691002039523692,7.403983736007314,10.277711662473358
2024-01-30 13:12:15.803672,10.680702168062563,10.691002039523692,7.393546541420526,10.267347922253967
2024-01-30 13:12:16.805621,10.680702168062563,10.691002039523692,7.383110103773315,10.267347922253967
2024-01-30 13:12:17.806681,10.680702168062563,10.691002039523692,7.393546541420526,10.267347922253967
2024-01-30 13:12:18.808967,10.680702168062563,10.691002039523692,7.383110103773315,10.267347922253967
2024-01-30 13:12:19.809637,10.680702168062563,10.691002039523692,7.383110103773315,10.267347922253967
2024-01-30 13:12:20.810675,10.680702168062563,10.691002039523692,7.383110103773315,10.277711662473358
2024-01-30 13:12:21.811677,10.680702168062563,10.691002039523692,7.383110103773315,10.277711662473358
2024-01-30 13:12:22.811864,10.680702168062563,10.691002039523692,7.383110103773315,10.267347922253967
2024-01-30 13:12:23.813676,10.680702168062563,10.680702168062563,7.403983736007314,10.267347922253967
2024-01-30 13:12:24.813899,0.7095117486225327,10.691002039523692,7.383110103773315,10.277711662473358
2024-01-30 13:12:25.814681,0.6382898753325326,0.6382898753325326,7.362239525389213,10.288073987987818
2024-01-30 13:12:26.815674,0.6382898753325326,0.6382898753325326,7.362239525389213,10.288073987987818
2024-01-30 13:12:27.816683,0.5672570883966781,0.5761258492068848,7.351805397673881,0.5761258492068848
2024-01-30 13:12:28.817671,0.531811572,0.531811572,0.531811572,0.531811572
